member_id,item_id,qty,DATETIME
74,9,4,2022-06-26 14:22:39
74,32,2,2021-12-11 11:01:47
74,90,1,2021-10-20 16:51:32
74,32,2,2022-01-20 11:42:29
74,7,4,2022-08-25 11:59:07
74,21,4,2021-10-25 12:14:52
74,35,1,2022-02-02 00:07:24
75,68,4,2022-06-22 04:17:05
75,15,1,2021-10-19 19:58:24
75,73,3,2022-05-10 09:56:07
75,9,4,2022-05-19 10:15:00
75,56,2,2022-05-15 00:27:25
75,52,1,2022-05-15 07:52:13
75,92,3,2022-06-16 23:08:22
75,69,3,2022-09-21 07:53:04
75,76,1,2022-01-14 00:01:01
75,2,4,2022-07-26 14:41:52
75,86,4,2022-02-04 03:06:23
75,30,2,2021-12-13 23:26:50
75,47,3,2021-12-21 22:13:00
75,25,2,2022-08-21 19:17:37
75,20,3,2022-05-30 21:03:32
76,86,1,2022-03-23 16:27:39
76,64,4,2022-06-25 12:46:02
76,36,2,2022-06-21 04:08:37
76,54,3,2022-01-19 11:33:22
76,6,3,2021-12-13 05:38:41
76,8,2,2022-07-03 03:46:31
76,59,3,2022-03-11 16:29:17
76,77,2,2022-05-29 23:18:28
76,39,1,2021-12-27 23:26:57
76,95,3,2022-08-14 23:24:55
76,92,2,2022-09-08 04:53:22
77,35,3,2022-06-18 11:52:41
77,24,2,2021-11-11 15:56:13
77,46,2,2022-02-21 08:03:16
77,48,4,2022-08-03 18:57:40
77,30,2,2022-01-14 05:35:10
77,67,1,2022-04-28 21:40:05
77,41,1,2021-11-08 19:08:50
77,23,1,2022-07-26 08:15:37
78,52,1,2022-02-09 17:50:54
78,97,1,2022-09-27 11:49:44
78,15,4,2022-03-11 18:03:20
78,96,1,2022-02-21 19:24:50
78,7,1,2022-04-29 01:07:36
78,23,3,2022-06-03 07:45:54
78,32,1,2022-01-29 16:58:07
78,68,4,2022-09-08 02:13:31
78,77,4,2022-02-06 11:19:32
78,58,1,2022-01-11 08:46:55
79,73,3,2022-07-17 00:21:57
79,35,3,2022-06-12 05:05:39
79,1,4,2022-01-08 21:11:46
79,46,1,2022-02-11 00:38:39
79,80,3,2022-05-18 14:45:28
79,75,2,2022-06-16 14:42:45
79,90,3,2021-11-25 13:47:32
80,69,3,2022-05-07 06:57:33
80,10,3,2022-08-30 12:01:04
80,87,3,2022-05-09 04:34:45
80,85,2,2021-10-21 21:05:55
80,20,1,2021-10-20 10:09:21
80,23,3,2021-10-22 02:39:06
80,3,3,2022-05-07 11:03:59
80,74,1,2022-08-18 05:34:34
80,1,3,2022-09-03 07:37:32
81,21,3,2021-11-13 21:02:12
81,79,4,2022-02-15 10:24:21
81,85,4,2022-05-31 19:01:08
81,13,1,2022-07-08 21:08:57
81,63,3,2022-02-27 21:24:25
81,26,4,2022-09-01 22:28:23
81,47,2,2022-03-20 21:32:33
81,59,3,2022-09-16 19:17:05
81,4,1,2021-12-05 12:45:29
81,66,1,2022-09-29 20:41:53
82,73,3,2021-11-17 10:32:52
82,77,3,2022-10-05 05:31:38
82,68,4,2022-02-02 05:08:29
82,71,4,2022-07-15 16:05:37
82,91,3,2022-06-28 06:42:37
82,32,3,2022-06-19 16:04:14
82,21,2,2021-10-25 00:42:26
83,59,4,2022-08-31 20:40:24
83,14,3,2022-04-26 21:04:09
83,49,3,2022-05-03 09:53:28
83,16,4,2022-08-09 07:03:37
83,98,1,2021-10-26 16:45:22
83,14,1,2022-08-23 14:39:53
83,79,4,2022-05-04 14:50:18
83,90,4,2022-03-28 11:26:02
83,65,4,2022-08-14 12:30:59
83,47,4,2022-04-23 07:13:36
83,88,1,2022-04-06 08:28:17
83,92,2,2022-05-05 01:46:32
83,30,1,2022-07-02 01:22:41
83,11,2,2021-10-17 09:53:02
84,89,2,2022-05-21 20:17:15
84,62,1,2022-05-05 01:01:48
84,35,4,2022-09-10 15:34:19
84,43,2,2021-11-25 15:47:55
84,87,4,2022-04-26 17:01:48
84,42,2,2021-12-23 01:04:54
84,68,1,2022-08-22 03:54:25
84,61,2,2021-12-22 00:43:48
84,15,1,2022-04-10 02:39:40
84,94,2,2022-05-15 05:51:01
85,9,4,2022-05-16 07:59:06
85,6,4,2022-09-19 07:22:16
85,27,4,2022-05-22 00:01:13
85,23,3,2022-01-03 16:35:13
85,82,4,2022-01-02 20:39:34
85,25,3,2022-01-08 07:49:56
85,7,3,2022-09-26 10:38:02
86,36,2,2022-06-11 04:30:05
86,56,2,2022-05-28 09:09:10
86,41,3,2022-08-31 14:17:48
86,81,1,2022-08-10 17:35:12
86,39,1,2022-04-15 23:07:12
86,77,3,2022-10-03 19:08:29
86,72,1,2022-05-01 22:52:40
86,56,3,2021-11-04 14:08:41
86,4,2,2021-10-22 17:29:41
87,10,3,2022-01-06 09:02:32
87,21,1,2022-08-21 07:02:18
87,14,3,2022-04-18 10:42:39
87,5,2,2022-07-27 01:16:29
87,37,3,2022-03-11 08:20:35
87,27,4,2021-12-07 09:38:55
87,54,2,2022-08-20 15:11:01
87,93,1,2022-08-17 18:06:30
87,97,2,2021-12-04 22:07:55
87,71,4,2021-11-03 13:33:08
87,52,4,2021-11-19 01:20:54
87,2,2,2022-02-14 13:29:06
87,42,1,2022-06-07 02:40:28
87,19,1,2022-03-21 22:20:09
88,33,2,2022-05-08 19:18:35
88,94,3,2022-10-09 12:46:10
88,21,4,2021-10-14 22:41:37
88,40,2,2021-11-06 23:48:28
88,15,1,2022-06-02 09:53:06
88,65,4,2022-04-08 15:20:06
88,46,4,2022-02-12 18:57:03
88,70,1,2022-07-29 23:54:38
88,82,2,2022-07-11 05:37:12
88,64,2,2022-02-11 20:13:21
88,82,4,2021-11-14 11:47:52
88,81,2,2021-12-11 11:55:13
89,94,1,2022-08-31 01:03:21
89,10,3,2022-09-25 20:46:53
89,11,4,2022-07-10 13:31:19
89,74,2,2022-02-23 15:11:57
89,2,2,2022-03-13 15:46:10
89,49,1,2022-02-23 01:15:10
89,98,1,2022-03-05 18:44:58
90,61,4,2022-02-28 08:00:16
90,60,3,2022-08-06 22:04:47
90,26,2,2022-08-09 18:31:56
90,52,1,2022-01-21 21:53:48
90,34,2,2022-09-24 12:21:14
90,78,2,2021-11-02 04:54:41
90,75,1,2022-03-26 09:47:11
90,80,1,2022-10-05 14:10:33
90,92,1,2022-01-27 09:22:18
90,3,4,2022-05-05 17:52:09
90,64,2,2022-02-22 02:07:02
91,33,2,2022-08-24 01:42:09
91,90,1,2021-11-17 23:01:34
91,21,4,2022-01-20 18:54:48
91,47,4,2021-12-21 06:09:57
91,25,2,2022-08-22 19:17:03
91,82,1,2021-12-20 21:33:17
91,24,1,2021-11-18 14:18:06
91,56,3,2021-10-20 14:42:09
91,74,3,2022-04-10 04:16:48
92,86,4,2021-12-21 14:12:39
92,56,3,2022-06-18 14:25:44
92,29,4,2022-06-09 21:34:20
92,44,1,2021-12-18 14:46:27
92,46,3,2022-07-31 03:21:18
92,22,1,2021-12-05 20:38:26
92,43,3,2022-02-22 13:28:10
92,21,1,2022-04-27 14:14:51
92,14,1,2021-12-23 06:59:50
92,32,2,2022-07-12 21:36:46
92,22,3,2022-04-22 13:00:21
92,63,3,2022-01-31 00:54:14
92,76,4,2021-10-21 13:00:43
93,22,1,2021-12-19 08:34:17
93,67,2,2022-03-28 12:23:40
93,72,2,2022-01-14 16:13:05
93,97,2,2022-09-22 16:10:28
93,72,2,2021-11-11 14:09:36
93,87,4,2021-11-27 07:51:38
93,73,1,2022-07-28 23:14:14
93,30,4,2022-02-23 11:25:31
93,51,2,2022-02-27 14:39:36
93,91,3,2022-07-09 15:39:24
93,55,3,2022-01-06 00:50:54
93,44,4,2021-11-20 03:20:22
93,31,3,2022-01-16 00:54:32
93,97,2,2022-07-20 07:07:43
93,70,3,2022-06-18 09:46:49
93,65,2,2022-02-20 10:05:18
93,96,1,2022-08-24 23:14:28
94,22,3,2022-01-13 06:39:35
94,98,1,2022-07-20 08:16:19
94,60,4,2022-04-24 22:31:32
94,6,1,2021-12-08 05:24:38
94,33,2,2022-08-16 23:36:38
94,38,2,2022-04-28 03:17:54
94,98,4,2022-08-12 12:37:50
94,64,1,2022-03-17 19:46:38
95,74,4,2021-12-18 08:22:46
95,38,3,2022-01-09 07:59:37
95,53,2,2022-02-27 20:31:31
95,27,1,2022-05-14 14:18:53
95,93,3,2022-08-03 09:03:15
95,85,2,2022-04-16 11:59:18
95,38,4,2022-03-20 20:04:44
95,56,4,2021-11-12 01:37:28
95,13,3,2022-06-11 09:55:27
95,55,1,2021-10-13 08:23:53
95,75,1,2022-02-19 09:36:24
96,86,4,2022-04-19 22:06:55
96,87,2,2022-09-28 10:20:42
96,74,3,2022-05-06 07:59:55
96,78,2,2022-08-28 05:28:55
96,60,2,2022-01-05 14:50:52
96,1,4,2022-08-02 01:39:00
96,92,3,2022-06-17 22:47:25
97,96,1,2022-06-27 21:21:12
97,98,2,2022-02-10 00:22:43
97,98,3,2022-04-22 15:55:39
97,8,2,2022-03-27 14:29:28
97,98,2,2022-10-01 21:09:45
97,96,2,2022-05-29 18:42:24
97,95,3,2022-01-26 00:57:15
97,89,1,2022-01-28 20:40:15
97,2,2,2022-06-24 16:37:39
97,7,1,2022-06-12 18:10:50
97,59,2,2021-10-27 00:59:20
97,9,2,2022-05-11 13:25:22
98,69,4,2022-05-15 17:22:23
98,50,4,2022-01-23 01:06:29
98,14,1,2022-05-27 04:14:11
98,88,1,2022-01-02 02:18:42
98,31,2,2022-06-21 07:28:40
98,32,3,2022-07-05 00:46:10
98,60,1,2022-03-27 20:47:19
99,39,3,2022-05-10 05:58:17
99,7,1,2022-08-20 22:43:54
99,98,4,2022-09-09 15:34:16
99,62,2,2022-08-27 21:46:04
99,21,3,2022-05-26 17:30:39
99,78,1,2022-04-02 16:30:34
99,71,1,2022-01-05 04:22:32
99,28,2,2022-06-24 01:39:52
99,39,2,2022-01-15 23:33:52
100,14,4,2022-09-04 11:44:40
100,39,1,2022-10-11 02:04:43
100,90,3,2022-05-02 23:17:29
100,32,1,2021-10-17 21:08:16
